movieId,title,genres
163,b'Office Space (1999)',Comedy|Crime
164,"b""Logan's Run (1976)""",Action|Adventure|Sci-Fi
165,b'Planet of the Apes (1968)',Action|Drama|Sci-Fi
166,"b'Lock, Stock & Two Smoking Barrels (1998)'",Comedy|Crime|Thriller
167,"b'Matrix, The (1999)'",Action|Sci-Fi|Thriller
168,b'Go (1999)',Comedy|Crime
169,b'SLC Punk! (1998)',Comedy|Drama
170,b'Dick Tracy (1990)',Action|Crime
171,"b'Mummy, The (1999)'",Action|Adventure|Comedy|Fantasy|Horror|Thriller
172,b'Star Wars: Episode I - The Phantom Menace (1999)',Action|Adventure|Sci-Fi
173,b'Superman (1978)',Action|Adventure|Sci-Fi
174,b'Superman II (1980)',Action|Sci-Fi
175,b'Dracula (1931)',Horror
176,b'Frankenstein (1931)',Drama|Horror|Sci-Fi
177,"b'Wolf Man, The (1941)'",Drama|Fantasy|Horror
178,"b'Rocky Horror Picture Show, The (1975)'",Comedy|Horror|Musical|Sci-Fi
179,b'Run Lola Run (Lola rennt) (1998)',Action|Crime
180,"b'South Park: Bigger, Longer and Uncut (1999)'",Animation|Comedy|Musical
181,b'Ghostbusters (a.k.a. Ghost Busters) (1984)',Action|Comedy|Sci-Fi
182,"b'Iron Giant, The (1999)'",Adventure|Animation|Children|Drama|Sci-Fi
183,b'Big (1988)',Comedy|Drama|Fantasy|Romance
184,"b'13th Warrior, The (1999)'",Action|Adventure|Fantasy
185,b'American Beauty (1999)',Drama|Romance
186,b'Excalibur (1981)',Adventure|Fantasy
187,"b""Gulliver's Travels (1939)""",Adventure|Animation|Children
188,b'Total Recall (1990)',Action|Adventure|Sci-Fi|Thriller
189,"b'Dirty Dozen, The (1967)'",Action|Drama|War
190,b'Goldfinger (1964)',Action|Adventure|Thriller
191,b'From Russia with Love (1963)',Action|Adventure|Thriller
192,b'Dr. No (1962)',Action|Adventure|Thriller
193,b'Fight Club (1999)',Action|Crime|Drama|Thriller
194,b'RoboCop (1987)',Action|Crime|Drama|Sci-Fi|Thriller
195,b'Who Framed Roger Rabbit? (1988)',Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
196,b'Live and Let Die (1973)',Action|Adventure|Thriller
197,b'Thunderball (1965)',Action|Adventure|Thriller
198,b'Being John Malkovich (1999)',Comedy|Drama|Fantasy
199,b'Spaceballs (1987)',Comedy|Sci-Fi
200,b'Robin Hood (1973)',Adventure|Animation|Children|Comedy|Musical
201,b'Dogma (1999)',Adventure|Comedy|Fantasy
202,"b'Messenger: The Story of Joan of Arc, The (1999)'",Drama|War
203,"b'Longest Day, The (1962)'",Action|Drama|War
204,"b'Green Mile, The (1999)'",Crime|Drama
205,b'Easy Rider (1969)',Adventure|Drama
206,"b'Talented Mr. Ripley, The (1999)'",Drama|Mystery|Thriller
207,b'Encino Man (1992)',Comedy
208,b'Sister Act (1992)',Comedy|Crime
209,"b""Wayne's World (1992)""",Comedy
210,b'Scream 3 (2000)',Comedy|Horror|Mystery|Thriller
211,b'JFK (1991)',Drama|Mystery|Thriller
212,b'Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)',Action|Children|Fantasy
213,b'Teenage Mutant Ninja Turtles III (1993)',Action|Adventure|Children|Comedy|Fantasy
214,b'Red Dawn (1984)',Action|Drama|War
215,"b'Good Morning, Vietnam (1987)'",Comedy|Drama|War
216,b'Grumpy Old Men (1993)',Comedy
217,b'Ladyhawke (1985)',Adventure|Fantasy|Romance
218,b'Hook (1991)',Adventure|Comedy|Fantasy
219,b'Predator (1987)',Action|Sci-Fi|Thriller
220,b'Gladiator (2000)',Action|Adventure|Drama
221,b'Road Trip (2000)',Comedy
222,"b'Man with the Golden Gun, The (1974)'",Action|Adventure|Thriller
223,b'Blazing Saddles (1974)',Comedy|Western
224,b'Mad Max (1979)',Action|Adventure|Sci-Fi
225,"b'Road Warrior, The (Mad Max 2) (1981)'",Action|Adventure|Sci-Fi|Thriller
226,b'Shaft (1971)',Action|Crime|Drama|Thriller
227,b'Big Trouble in Little China (1986)',Action|Adventure|Comedy|Fantasy
228,b'Shaft (2000)',Action|Crime|Thriller
229,b'X-Men (2000)',Action|Adventure|Sci-Fi
230,b'What About Bob? (1991)',Comedy
231,b'Transformers: The Movie (1986)',Adventure|Animation|Children|Sci-Fi
232,b'M*A*S*H (a.k.a. MASH) (1970)',Comedy|Drama|War
233,"b'Shawshank Redemption, The (1994)'",Crime|Drama
234,b'Good Will Hunting (1997)',Drama|Romance
235,b'Kill Bill: Vol. 1 (2003)',Action|Crime|Thriller
236,b'Collateral (2004)',Action|Crime|Drama|Thriller
237,b'Talladega Nights: The Ballad of Ricky Bobby (2006)',Action|Comedy
238,"b'Departed, The (2006)'",Crime|Drama|Thriller
239,"b'Dark Knight, The (2008)'",Action|Crime|Drama|IMAX
240,b'Step Brothers (2008)',Comedy
241,b'Inglourious Basterds (2009)',Action|Drama|War
242,b'Zombieland (2009)',Action|Comedy|Horror
243,b'Shutter Island (2010)',Drama|Mystery|Thriller
244,b'Exit Through the Gift Shop (2010)',Comedy|Documentary
245,b'Inception (2010)',Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
246,"b'Town, The (2010)'",Crime|Drama|Thriller
247,b'Inside Job (2010)',Documentary
248,b'Louis C.K.: Hilarious (2010)',Comedy
249,b'Warrior (2011)',Drama
250,"b'Dark Knight Rises, The (2012)'",Action|Adventure|Crime|IMAX
251,"b'Girl with the Dragon Tattoo, The (2011)'",Drama|Thriller
252,b'Django Unchained (2012)',Action|Drama|Western
253,"b'Wolf of Wall Street, The (2013)'",Comedy|Crime|Drama
254,b'Interstellar (2014)',Sci-Fi|IMAX
255,b'Whiplash (2014)',Drama
256,b'The Drop (2014)',Crime|Drama|Thriller
257,b'Ex Machina (2015)',Drama|Sci-Fi|Thriller
258,b'Mad Max: Fury Road (2015)',Action|Adventure|Sci-Fi|Thriller
259,b'The Jinx: The Life and Deaths of Robert Durst (2015)',Documentary
260,b'Dangerous Minds (1995)',Drama
261,b'Courage Under Fire (1996)',Action|Crime|Drama|War
262,b'Operation Dumbo Drop (1995)',Action|Adventure|Comedy|War
263,b'Wallace & Gromit: The Best of Aardman Animation (1996)',Adventure|Animation|Comedy
264,b'Escape from L.A. (1996)',Action|Adventure|Sci-Fi|Thriller
265,b'My Fair Lady (1964)',Comedy|Drama|Musical|Romance
266,"b'Doors, The (1991)'",Drama
267,b'On Golden Pond (1981)',Drama
268,"b'Deer Hunter, The (1978)'",Drama|War
269,b'Patton (1970)',Drama|War
270,b'Field of Dreams (1989)',Children|Drama|Fantasy
271,b'Star Trek: The Motion Picture (1979)',Adventure|Sci-Fi
272,b'Lady and the Tramp (1955)',Animation|Children|Comedy|Romance
273,"b'Thing, The (1982)'",Action|Horror|Sci-Fi|Thriller
274,"b""You've Got Mail (1998)""",Comedy|Romance
275,b'Saturn 3 (1980)',Adventure|Sci-Fi|Thriller
276,b'Piranha (1978)',Horror|Sci-Fi
277,b'Fast Times at Ridgemont High (1982)',Comedy|Drama|Romance
278,b'Requiem for a Dream (2000)',Drama
279,b'The Lair of the White Worm (1988)',Comedy|Horror
280,b'Snow Dogs (2002)',Adventure|Children|Comedy
281,b'Hangar 18 (1980)',Action|Sci-Fi|Thriller
282,b'Galaxy of Terror (Quest) (1981)',Action|Horror|Mystery|Sci-Fi
283,b'Looker (1981)',Drama|Horror|Sci-Fi|Thriller
284,b'Android (1982)',Sci-Fi
285,b'Green Card (1990)',Comedy|Drama|Romance
286,b'Alien Contamination (1980)',Action|Horror|Sci-Fi
287,b'Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975)',Action
288,b'Death Race 2000 (1975)',Action|Sci-Fi
289,"b'Clonus Horror, The (1979)'",Horror|Sci-Fi
290,b'Troll 2 (1990)',Fantasy|Horror
291,b'2012 (2009)',Action|Drama|Sci-Fi|Thriller
292,b'Get Shorty (1995)',Comedy|Crime|Thriller
293,b'Twelve Monkeys (a.k.a. 12 Monkeys) (1995)',Mystery|Sci-Fi|Thriller
294,b'To Die For (1995)',Comedy|Drama|Thriller
295,b'Mighty Aphrodite (1995)',Comedy|Drama|Romance
296,"b'Postman, The (Postino, Il) (1994)'",Comedy|Drama|Romance
297,b'Nobody Loves Me (Keiner liebt mich) (1994)',Comedy|Drama
298,b'Flirting With Disaster (1996)',Comedy
299,"b'NeverEnding Story III, The (1994)'",Adventure|Children|Fantasy
300,b'Crumb (1994)',Documentary
301,b'Jeffrey (1995)',Comedy|Drama
302,b'Living in Oblivion (1995)',Comedy
303,b'Safe (1995)',Thriller
304,b'Before Sunrise (1995)',Drama|Romance
305,b'Circle of Friends (1995)',Drama|Romance
306,b'Eat Drink Man Woman (Yin shi nan nu) (1994)',Comedy|Drama|Romance
307,b'Heavenly Creatures (1994)',Crime|Drama
308,b'Like Water for Chocolate (Como agua para chocolate) (1992)',Drama|Fantasy|Romance
309,b'Shallow Grave (1994)',Comedy|Drama|Thriller
310,"b""Muriel's Wedding (1994)""",Comedy
311,"b'Adventures of Priscilla, Queen of the Desert, The (1994)'",Comedy|Drama
312,b'Bullets Over Broadway (1994)',Comedy
313,"b'Corrina, Corrina (1994)'",Comedy|Drama|Romance
314,b'Four Weddings and a Funeral (1994)',Comedy|Romance
315,b'Maverick (1994)',Adventure|Comedy|Western
316,b'Barcelona (1994)',Comedy|Romance
317,b'With Honors (1994)',Comedy|Drama
318,b'In the Name of the Father (1993)',Drama
319,b'Manhattan Murder Mystery (1993)',Comedy|Mystery
320,"b'Piano, The (1993)'",Drama|Romance
321,b'Six Degrees of Separation (1993)',Drama
322,b'Sleepless in Seattle (1993)',Comedy|Drama|Romance
323,b'Aladdin (1992)',Adventure|Animation|Children|Comedy|Musical
324,b'Beauty and the Beast (1991)',Animation|Children|Fantasy|Musical|Romance|IMAX
325,"b'Wild Bunch, The (1969)'",Adventure|Western
326,"b'Truth About Cats & Dogs, The (1996)'",Comedy|Romance
327,b'Maya Lin: A Strong Clear Vision (1994)',Documentary
328,b'Lone Star (1996)',Drama|Mystery|Western
329,b'Twelfth Night (1996)',Comedy|Drama|Romance
330,"b'Philadelphia Story, The (1940)'",Comedy|Drama|Romance
331,"b""Singin' in the Rain (1952)""",Comedy|Musical|Romance
332,"b""Breakfast at Tiffany's (1961)""",Drama|Romance
333,b'Rear Window (1954)',Mystery|Thriller
334,b'North by Northwest (1959)',Action|Adventure|Mystery|Romance|Thriller
335,b'Some Like It Hot (1959)',Comedy|Crime
336,b'Casablanca (1942)',Drama|Romance
337,b'Gone with the Wind (1939)',Drama|Romance|War
338,b'Notorious (1946)',Film-Noir|Romance|Thriller
339,b'Love in the Afternoon (1957)',Comedy|Romance
340,b'Beautiful Thing (1996)',Drama|Romance
341,b'Everyone Says I Love You (1996)',Comedy|Musical|Romance
342,b'Sleeper (1973)',Comedy|Sci-Fi
343,"b'Fish Called Wanda, A (1988)'",Comedy|Crime
344,b'Bonnie and Clyde (1967)',Crime|Drama
345,b'Dial M for Murder (1954)',Crime|Mystery|Thriller
346,"b'Crying Game, The (1992)'",Drama|Romance|Thriller
347,b'Rebel Without a Cause (1955)',Drama
348,"b'Grifters, The (1990)'",Crime|Drama|Film-Noir
349,"b'English Patient, The (1996)'",Drama|Romance|War
350,b'Strictly Ballroom (1992)',Comedy|Romance
351,b'Brazil (1985)',Fantasy|Sci-Fi
352,b'12 Angry Men (1957)',Drama
353,"b'Wings of Desire (Himmel \xc3\xbcber Berlin, Der) (1987)'",Drama|Fantasy|Romance
354,b'Amadeus (1984)',Drama
355,"b'Bridge on the River Kwai, The (1957)'",Adventure|Drama|War
356,b'Stand by Me (1986)',Adventure|Drama
357,b'Unforgiven (1992)',Drama|Western
358,b'Night on Earth (1991)',Comedy|Drama
359,b'High Noon (1952)',Drama|Western
360,b'This Is Spinal Tap (1984)',Comedy
361,b'Butch Cassidy and the Sundance Kid (1969)',Action|Western
362,b'Mars Attacks! (1996)',Action|Comedy|Sci-Fi
363,b'Waiting for Guffman (1996)',Comedy
364,b'Donnie Brasco (1997)',Crime|Drama
365,b'Conspiracy Theory (1997)',Drama|Mystery|Romance|Thriller
366,"b'Full Monty, The (1997)'",Comedy|Drama
367,"b'Sweet Hereafter, The (1997)'",Drama
368,b'Afterglow (1997)',Drama|Romance
369,b'My Life in Pink (Ma vie en rose) (1997)',Comedy|Drama
370,"b'Spanish Prisoner, The (1997)'",Crime|Drama|Mystery|Thriller
371,b'Character (Karakter) (1997)',Drama
372,b'Bulworth (1998)',Comedy|Drama|Romance
373,"b'Opposite of Sex, The (1998)'",Comedy|Drama|Romance
374,"b'Perfect Murder, A (1998)'",Thriller
375,"b""Can't Hardly Wait (1998)""",Comedy|Drama|Romance
376,b'Mulan (1998)',Adventure|Animation|Children|Comedy|Drama|Musical|Romance
377,b'Smoke Signals (1998)',Comedy|Drama
378,"b""Buffalo '66 (a.k.a. Buffalo 66) (1998)""",Drama|Romance
379,"b""There's Something About Mary (1998)""",Comedy|Romance
380,b'West Side Story (1961)',Drama|Musical|Romance
381,b'Metropolitan (1990)',Comedy
382,"b'Breakfast Club, The (1985)'",Comedy|Drama
383,b'Seven Samurai (Shichinin no samurai) (1954)',Action|Adventure|Drama
384,b'Blue Velvet (1986)',Drama|Mystery|Thriller
385,"b'Jerk, The (1979)'",Comedy
386,b'Pretty in Pink (1986)',Comedy|Drama|Romance
387,"b'Gods Must Be Crazy, The (1980)'",Adventure|Comedy
388,b'Strangers on a Train (1951)',Crime|Drama|Film-Noir|Thriller
389,b'Shadow of a Doubt (1943)',Crime|Drama|Thriller
390,b'Saboteur (1942)',Mystery|Thriller
391,b'Pecker (1998)',Comedy|Drama
392,b'Life Is Beautiful (La Vita \xc3\xa8 bella) (1997)',Comedy|Drama|Romance|War
393,b'Elizabeth (1998)',Drama
394,"b'Nights of Cabiria (Notti di Cabiria, Le) (1957)'",Drama
395,b'Waking Ned Devine (a.k.a. Waking Ned) (1998)',Comedy
396,b'Little Voice (1998)',Comedy
397,"b'Name of the Rose, The (Name der Rose, Der) (1986)'",Crime|Drama|Mystery|Thriller
398,"b""Cookie's Fortune (1999)""",Comedy|Drama
399,b'Election (1999)',Comedy
400,b'Austin Powers: The Spy Who Shagged Me (1999)',Action|Adventure|Comedy
401,b'Eyes Wide Shut (1999)',Drama|Mystery|Thriller
402,"b'Sixth Sense, The (1999)'",Drama|Horror|Mystery
403,"b'Thomas Crown Affair, The (1999)'",Action|Mystery
404,b'Bowfinger (1999)',Comedy
405,b'Airplane! (1980)',Comedy
406,"b'Black Cat, White Cat (Crna macka, beli macor) (1998)'",Comedy|Romance
407,"b'Pajama Game, The (1957)'",Comedy|Musical|Romance
408,b'High Plains Drifter (1973)',Western
409,b'Hairspray (1988)',Comedy|Drama
410,b'Crimes and Misdemeanors (1989)',Comedy|Crime|Drama
411,b'Dead Again (1991)',Mystery|Romance|Thriller
412,"b'Commitments, The (1991)'",Comedy|Drama|Musical
413,b'Mansfield Park (1999)',Comedy|Drama|Romance
414,b'All About My Mother (Todo sobre mi madre) (1999)',Drama
415,b'Magnolia (1999)',Drama
416,b'Galaxy Quest (1999)',Adventure|Comedy|Sci-Fi
417,"b'Boys from Brazil, The (1978)'",Action|Mystery|Thriller
418,"b'League of Their Own, A (1992)'",Comedy|Drama
419,b'Wonder Boys (2000)',Comedy|Drama
420,b'Defending Your Life (1991)',Comedy|Drama|Fantasy|Romance
421,"b'Searchers, The (1956)'",Drama|Western
422,b'Erin Brockovich (2000)',Drama
423,b'High Fidelity (2000)',Comedy|Drama|Romance
424,"b'Outlaw Josey Wales, The (1976)'",Action|Adventure|Drama|Thriller|Western
425,b'East is East (1999)',Comedy
426,b'Mr. Mom (1983)',Comedy|Drama
427,b'Blow-Up (Blowup) (1966)',Drama|Mystery
428,"b""I'm the One That I Want (2000)""",Comedy
429,b'Almost Famous (2000)',Drama
430,b'Best in Show (2000)',Comedy
431,b'Billy Elliot (2000)',Drama
432,"b'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)'",Action|Drama|Romance
433,"b'Planes, Trains & Automobiles (1987)'",Comedy
434,b'Chocolat (2000)',Drama|Romance
435,"b'Gift, The (2000)'",Thriller
436,b'Before Night Falls (2000)',Drama
437,"b'O Brother, Where Art Thou? (2000)'",Adventure|Comedy|Crime
438,b'State and Main (2000)',Comedy|Drama
439,b'Thirteen Days (2000)',Drama|Thriller|War
440,b'Traffic (2000)',Crime|Drama|Thriller
441,"b'Legend of Rita, The (Stille nach dem Schu\xc3\x9f, Die) (1999)'",Drama
442,b'Innerspace (1987)',Action|Adventure|Comedy|Sci-Fi
443,b'In the Mood For Love (Fa yeung nin wa) (2000)',Drama|Romance
444,b'Series 7: The Contenders (2001)',Action|Drama
445,b'Memento (2000)',Mystery|Thriller
446,b'Blow (2001)',Crime|Drama
447,"b""Bridget Jones's Diary (2001)""",Comedy|Drama|Romance
448,"b'Circle, The (Dayereh) (2000)'",Drama
449,"b'Visit, The (2000)'",Drama
450,b'Under the Sand (2000)',Drama
451,b'Moulin Rouge (2001)',Drama|Musical|Romance
452,b'Divided We Fall (Mus\xc3\xadme si pom\xc3\xa1hat) (2000)',Comedy|Drama
453,"b'Closet, The (Placard, Le) (2001)'",Comedy
454,b'Ghost World (2001)',Comedy|Drama
455,b'Together (Tillsammans) (2000)',Comedy|Drama|Romance
456,b'L.I.E. (2001)',Drama
457,"b""Man Who Wasn't There, The (2001)""",Crime|Drama
458,"b""Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)""",Adventure|Children|Fantasy
